id;design;graph;method;K;srmr;node_act;node_inh;nLog10P;prec;rec;f1;tpr;fpr
142;HDLVS_sporadic;small;gLASSO;11;0.078732793;7.73E-07;0.034447634;5.81079051;0.16875;0.710526316;0.272727273;0.710526316;0.280590717
143;HDLVS_sporadic;small;gLASSO;9;0.088155669;0.693275288;0.035957808;1.143176795;0.18852459;0.638888889;0.291139241;0.638888889;0.207983193
144;HDLVS_sporadic;small;gLASSO;8;0.089652558;0.162559683;0.017182234;1.463890375;0.19;0.575757576;0.285714286;0.575757576;0.169102296
145;HDLVS_sporadic;small;gLASSO;10;0.086433687;0.007139849;1.80E-05;4.443697499;0.235294118;0.717948718;0.35443038;0.717948718;0.192389006
146;HDLVS_sporadic;small;gLASSO;10;0.076602689;0.421878862;0.466516883;0.073782238;0.231884058;0.820512821;0.361581921;0.820512821;0.22410148
147;HDLVS_sporadic;small;gLASSO;12;0.084009469;0.18876979;1.57E-11;10.50307035;0.21969697;0.725;0.337209302;0.725;0.218220339
148;HDLVS_sporadic;small;gLASSO;9;0.082494097;0.004743145;0.00536132;2.022903603;0.195488722;0.702702703;0.305882353;0.702702703;0.225263158
149;HDLVS_sporadic;small;gLASSO;11;0.084985135;0.023953202;7.01E-07;5.853251986;0.151315789;0.605263158;0.242105263;0.605263158;0.272151899
150;HDLVS_sporadic;small;gLASSO;11;0.093615081;0.491562323;0.253525359;0.294948598;0.177570093;0.527777778;0.265734266;0.527777778;0.18487395
151;HDLVS_sporadic;small;gLASSO;8;0.074320924;0.003609888;0.00015436;3.510435234;0.183486239;0.588235294;0.27972028;0.588235294;0.186192469
152;HDLVS_sporadic;small;gLASSO;9;0.082484195;0.054223564;0.052698539;0.977171429;0.184397163;0.65;0.287292818;0.65;0.243644068
153;HDLVS_sporadic;small;gLASSO;11;0.079456294;0.201721589;0.000754859;2.821104167;0.206896552;0.631578947;0.311688312;0.631578947;0.194092827
154;HDLVS_sporadic;small;gLASSO;8;0.07541925;1.36E-05;0.017909173;4.565431096;0.169117647;0.621621622;0.265895954;0.621621622;0.237894737
155;HDLVS_sporadic;small;gLASSO;7;0.09187593;0.003711103;0.036813886;2.129466996;0.17037037;0.575;0.262857143;0.575;0.237288136
156;HDLVS_sporadic;small;gLASSO;10;0.094960211;0.005539915;0.000156707;3.503881608;0.164285714;0.621621622;0.259887006;0.621621622;0.246315789
157;HDLVS_sporadic;small;gLASSO;11;0.082871899;0.060361064;2.97E-07;6.226213555;0.207692308;0.75;0.325301205;0.75;0.216386555
158;HDLVS_sporadic;small;gLASSO;6;0.074127018;0.048760995;0.095809898;1.010897445;0.156521739;0.486486486;0.236842105;0.486486486;0.204210526
159;HDLVS_sporadic;small;gLASSO;9;0.091362387;0.862132697;0.046823243;1.028508514;0.173333333;0.684210526;0.276595745;0.684210526;0.261603376
160;HDLVS_sporadic;small;gLASSO;7;0.079503906;0.281587452;1.86E-06;5.42945706;0.193333333;0.783783784;0.310160428;0.783783784;0.254736842
161;HDLVS_sporadic;small;gLASSO;13;0.082297284;0.000895109;0.006667806;2.747094081;0.215384615;0.736842105;0.333333333;0.736842105;0.215189873
162;HDLVS_sporadic;small;gLASSO;10;0.10035453;0.003918929;0.001553533;2.507649521;0.171974522;0.692307692;0.275510204;0.692307692;0.274841438
163;HDLVS_sporadic;small;gLASSO;8;0.072343299;0.022702497;0.006240287;1.90376544;0.147826087;0.5;0.228187919;0.5;0.205020921
164;HDLVS_sporadic;small;gLASSO;10;0.105603361;1.09E-08;0.116129769;7.661543506;0.18;0.771428571;0.291891892;0.771428571;0.257861635
165;HDLVS_sporadic;small;gLASSO;11;0.075975833;0.159263266;0.210661421;0.496854387;0.1640625;0.552631579;0.253012048;0.552631579;0.225738397
166;HDLVS_sporadic;small;gLASSO;8;0.087040239;0.559508529;0.016635689;1.477929212;0.212389381;0.648648649;0.32;0.648648649;0.187368421
167;HDLVS_sporadic;small;gLASSO;9;0.078840967;0.09441523;0.566313442;0.723927949;0.170940171;0.526315789;0.258064516;0.526315789;0.20464135
168;HDLVS_sporadic;small;gLASSO;9;0.088230716;0.04029914;0.007143889;1.845035306;0.171641791;0.605263158;0.26744186;0.605263158;0.234177215
169;HDLVS_sporadic;small;gLASSO;10;0.085454966;0.760268179;0.002938643;2.230823175;0.207692308;0.75;0.325301205;0.75;0.216386555
170;HDLVS_sporadic;small;gLASSO;9;0.090515205;0.054933609;0.008085388;1.791269139;0.161290323;0.540540541;0.248447205;0.540540541;0.218947368
171;HDLVS_sporadic;small;gLASSO;9;0.080648026;0.523729667;0.094386613;0.724059602;0.2109375;0.710526316;0.325301205;0.710526316;0.213080169
172;HDLVS_sporadic;small;gLASSO;10;0.094271837;0.859730016;3.30E-07;6.180456064;0.132075472;0.583333333;0.215384615;0.583333333;0.289915966
173;HDLVS_sporadic;small;gLASSO;10;0.090651934;2.97E-06;0.02962328;5.226213555;0.189873418;0.75;0.303030303;0.75;0.271186441
174;HDLVS_sporadic;small;gLASSO;9;0.093682685;0.000227583;0.039283147;3.341830186;0.169117647;0.58974359;0.262857143;0.58974359;0.238900634
175;HDLVS_sporadic;small;gLASSO;9;0.083628837;0.000931742;0.087738308;2.729674332;0.1796875;0.657142857;0.282208589;0.657142857;0.220125786
176;HDLVS_sporadic;small;gLASSO;10;0.095195983;0.013967786;9.05E-05;3.742321425;0.166666667;0.641025641;0.264550265;0.641025641;0.264270613
177;HDLVS_sporadic;small;gLASSO;11;0.081604969;0.005755376;0.001100953;2.657201225;0.1953125;0.641025641;0.299401198;0.641025641;0.217758985
178;HDLVS_sporadic;small;gLASSO;10;0.091777068;0.048516534;0.000507004;2.993958619;0.195652174;0.675;0.303370787;0.675;0.235169492
179;HDLVS_sporadic;small;gLASSO;10;0.081117948;0.163965391;4.51E-07;6.044793462;0.171641791;0.676470588;0.273809524;0.676470588;0.232217573
180;HDLVS_sporadic;small;gLASSO;10;0.076986262;0.014336352;0.654797816;1.542531349;0.198412698;0.657894737;0.304878049;0.657894737;0.213080169
181;HDLVS_sporadic;small;gLASSO;11;0.086694452;0.974757781;0.005727915;1.94097344;0.225225225;0.735294118;0.344827586;0.735294118;0.179916318
182;HDLVS_sporadic;small;gLASSO;10;0.083468956;0.078333533;9.87E-05;3.704652852;0.239316239;0.7;0.356687898;0.7;0.188559322
183;HDLVS_sporadic;small;gLASSO;10;0.086317521;0.004811549;0.000312667;3.203887958;0.159722222;0.657142857;0.25698324;0.657142857;0.253668763
