C10	0
C11	0
C12	0
C13	0
C14	0
C15	0
C16	0
C17	0
C18	0
C19	0
C1	0
C20	0
C21	0
C22	0
C23	0
C24	0
C25	0
C26	0
C27	0
C6	0
C7	0
C8	0
C9	0
P10	1
P11	1
P12	1
P13	1
P14	1
P15	1
P16	1
P17	1
P18	1
P19	1
P1	1
P20	1
P21	1
P22	1
P23	1
P24	1
P25	1
P26	1
P27	1
P28	1
P29	1
P2	1
P30	1
P31	1
P32	1
P33	1
P34	1
P35	1
P36	1
P37	1
P38	1
P39	1
P3	1
P40	1
P41	1
P42	1
P43	1
P44	1
P46	1
P47	1
P4	1
P5	1
P6	1
P7	1
P8	1
P9	1
